PlotID,Bio15,CWD,Bio5,Soil_ORC,Soil_CEC,Soil_PH
30,1.60205999132796,753.2456294548,284,1.33168030816897,1.36688968965338,69.5125
62,1.5910646070265,824.493662536368,300,1.23044892137827,1.40590104200822,70.95
69,1.55630250076729,830.949906711709,304,1.17663378814798,1.34610837039917,70.1125
265,1.46239799789896,489.303845888187,208,1.51020977708931,1.37048995868426,60.9625
270,1.43136376415899,600.4783138326,219,1.48793338237816,1.38077636148153,60.675
285,1.46239799789896,754.662298884301,240,1.42843853187675,1.40749712789841,64.39375
287,1.57978359661681,755.88541009244,239,1.39685291303082,1.37141423566394,62.5125
288,1.57978359661681,755.88541009244,239,1.39685291303082,1.37141423566394,62.5125
290,1.56820172406699,766.277364260177,241,1.38167902635708,1.35947974622561,62.4375
302,1.6232492903979,578.634120641695,216,1.53640060339774,1.35157891206298,59.29375
316,1.46239799789896,499.215982897335,207,1.53187790143587,1.38190439973105,59.0625
318,1.46239799789896,499.215982897335,207,1.53187790143587,1.38190439973105,59.0625
319,1.46239799789896,499.215982897335,207,1.53187790143587,1.38190439973105,59.0625
326,1.47712125471966,628.620267856676,219,1.51154915974507,1.34696388252986,59.20625
329,1.47712125471966,628.620267856676,219,1.51154915974507,1.34696388252986,59.20625
358,1.49136169383427,466.460721412919,197,1.56407397897715,1.41392811405617,57.08125
362,1.60205999132796,650.701413075001,219,1.4984828586845,1.38983031260806,58.525
368,1.5910646070265,846.732576630172,256,1.29980682153759,1.43755239056876,66.1125
388,1.43136376415899,772.492494417593,242,1.2939147410311,1.35781578065786,67.0125
389,1.43136376415899,772.492494417593,242,1.2939147410311,1.35781578065786,67.0125
410,1.51851393987789,795.591344819561,249,1.32990612340021,1.37291200297011,63.73125
413,1.55630250076729,800.112446415509,248,1.31294389082673,1.38582961866978,65.40625
421,1.55630250076729,800.112446415509,248,1.31294389082673,1.38582961866978,65.40625
422,1.55630250076729,800.112446415509,248,1.31294389082673,1.38582961866978,65.40625
458,1.54406804435028,751.76894532916,234,1.42406452541749,1.36149174224613,61.96875
461,1.41497334797082,782.423575231794,247,1.31307591529405,1.37851145683371,66.46875
470,1.41497334797082,782.423575231794,247,1.31307591529405,1.37851145683371,66.46875
